alert_id,tweet_id,school,city,risk_level,risk_score,sentiment,category,status,created_at,alert_type,priority
alert_dummy_109_1765677992_1765677996,dummy_109_1765677992,SMA Negeri 3 Denpasar,Denpasar,merah,13.0,negatif,saksi,new,2025-12-14 10:06:36,tweet_analysis,
alert_dummy_111_1765677992_1765677996,dummy_111_1765677992,SMA Swasta XYZ Surabaya,Surabaya,merah,21.0,negatif,korban,new,2025-12-14 10:06:36,tweet_analysis,
alert_dummy_112_1765677992_1765677996,dummy_112_1765677992,SMP Swasta ABC Mataram,Mataram,merah,16.0,negatif,saksi,new,2025-12-14 10:06:36,tweet_analysis,
alert_dummy_113_1765677992_1765677996,dummy_113_1765677992,SMP Negeri 1 Bandung,Bandung,merah,15.0,negatif,saksi,new,2025-12-14 10:06:36,tweet_analysis,
alert_dummy_115_1765677992_1765677996,dummy_115_1765677992,SMA Negeri 1 Surabaya,Surabaya,merah,10.0,netral,saksi,new,2025-12-14 10:06:36,tweet_analysis,
alert_dummy_116_1765677992_1765677996,dummy_116_1765677992,SMK Negeri 2 Tangerang,Tangerang,merah,13.0,negatif,saksi,new,2025-12-14 10:06:36,tweet_analysis,
alert_dummy_118_1765677992_1765677996,dummy_118_1765677992,SMP Swasta ABC Tangerang,Tangerang,merah,10.0,netral,saksi,new,2025-12-14 10:06:36,tweet_analysis,
alert_dummy_120_1765677992_1765677996,dummy_120_1765677992,SMK Negeri 1 Mataram,Mataram,merah,15.0,negatif,saksi,new,2025-12-14 10:06:36,tweet_analysis,
alert_dummy_122_1765677992_1765677996,dummy_122_1765677992,SMA Negeri 1 Depok,Depok,merah,13.0,negatif,saksi,new,2025-12-14 10:06:36,tweet_analysis,
alert_dummy_124_1765677992_1765677996,dummy_124_1765677992,SMA Negeri 4 Jakarta,Jakarta,merah,14.0,negatif,saksi,new,2025-12-14 10:06:36,tweet_analysis,
alert_dummy_125_1765677992_1765677996,dummy_125_1765677992,SMP Swasta ABC Yogyakarta,Yogyakarta,merah,16.0,negatif,korban,new,2025-12-14 10:06:36,tweet_analysis,
alert_dummy_127_1765677992_1765677996,dummy_127_1765677992,SMP Negeri 4 Medan,Medan,merah,14.0,negatif,saksi,new,2025-12-14 10:06:36,tweet_analysis,
alert_dummy_128_1765677992_1765677996,dummy_128_1765677992,SMK Negeri 2 Makassar,Makassar,merah,13.0,negatif,saksi,new,2025-12-14 10:06:36,tweet_analysis,
alert_dummy_131_1765677992_1765677996,dummy_131_1765677992,SMA Swasta XYZ Bekasi,Bekasi,merah,13.0,negatif,saksi,new,2025-12-14 10:06:36,tweet_analysis,
alert_dummy_133_1765677992_1765677996,dummy_133_1765677992,SMA Swasta XYZ Yogyakarta,Yogyakarta,merah,16.0,negatif,saksi,new,2025-12-14 10:06:36,tweet_analysis,
alert_dummy_135_1765677992_1765677996,dummy_135_1765677992,SMA Swasta XYZ Surabaya,Surabaya,merah,10.0,netral,saksi,new,2025-12-14 10:06:36,tweet_analysis,
alert_dummy_136_1765677992_1765677996,dummy_136_1765677992,SMK Negeri 1 Bekasi,Bekasi,merah,16.0,negatif,saksi,new,2025-12-14 10:06:36,tweet_analysis,
alert_dummy_137_1765677992_1765677996,dummy_137_1765677992,SMA Negeri 1 Denpasar,Denpasar,merah,10.0,netral,saksi,new,2025-12-14 10:06:36,tweet_analysis,
alert_dummy_138_1765677992_1765677996,dummy_138_1765677992,SMA Negeri 2 Malang,Malang,merah,17.0,negatif,saksi,new,2025-12-14 10:06:36,tweet_analysis,
alert_dummy_140_1765677992_1765677996,dummy_140_1765677992,SMA Negeri 2 Bekasi,Bekasi,merah,21.0,negatif,korban,new,2025-12-14 10:06:36,tweet_analysis,
alert_dummy_144_1765677992_1765677996,dummy_144_1765677992,SMA Negeri 1 Medan,Medan,merah,17.0,negatif,korban,new,2025-12-14 10:06:36,tweet_analysis,
alert_dummy_145_1765677992_1765677996,dummy_145_1765677992,SMA Negeri 4 Bandung,Bandung,merah,13.0,negatif,saksi,new,2025-12-14 10:06:36,tweet_analysis,
alert_dummy_147_1765677992_1765677996,dummy_147_1765677992,SMA Negeri 1 Mataram,Mataram,merah,16.0,negatif,korban,new,2025-12-14 10:06:36,tweet_analysis,
alert_dummy_149_1765677992_1765677996,dummy_149_1765677992,SMK Negeri 2 Depok,Depok,merah,15.0,negatif,saksi,new,2025-12-14 10:06:36,tweet_analysis,
alert_dummy_151_1765677992_1765677996,dummy_151_1765677992,SMK Negeri 1 Surakarta,Surakarta,merah,13.0,negatif,saksi,new,2025-12-14 10:06:36,tweet_analysis,
alert_dummy_152_1765677992_1765677996,dummy_152_1765677992,SMP Swasta ABC Makassar,Makassar,merah,17.0,negatif,saksi,new,2025-12-14 10:06:36,tweet_analysis,
alert_dummy_153_1765677992_1765677996,dummy_153_1765677992,SMA Negeri 3 Semarang,Semarang,merah,9.0,netral,saksi,new,2025-12-14 10:06:36,tweet_analysis,
alert_dummy_154_1765677992_1765677996,dummy_154_1765677992,SMA Swasta XYZ Semarang,Semarang,merah,18.0,negatif,saksi,new,2025-12-14 10:06:36,tweet_analysis,
alert_dummy_156_1765677992_1765677996,dummy_156_1765677992,SMP Negeri 4 Mataram,Mataram,merah,13.0,negatif,saksi,new,2025-12-14 10:06:36,tweet_analysis,
alert_dummy_157_1765677992_1765677996,dummy_157_1765677992,SMP Negeri 3 Bandung,Bandung,merah,16.0,negatif,korban,new,2025-12-14 10:06:36,tweet_analysis,
alert_dummy_161_1765677992_1765677996,dummy_161_1765677992,SMA Negeri 3 Semarang,Semarang,merah,14.0,negatif,saksi,new,2025-12-14 10:06:36,tweet_analysis,
alert_dummy_162_1765677992_1765677996,dummy_162_1765677992,SMK Negeri 2 Palembang,Palembang,merah,21.0,negatif,korban,new,2025-12-14 10:06:36,tweet_analysis,
alert_dummy_163_1765677992_1765677996,dummy_163_1765677992,SMP Negeri 4 Semarang,Semarang,merah,13.0,negatif,saksi,new,2025-12-14 10:06:36,tweet_analysis,
alert_dummy_166_1765677992_1765677996,dummy_166_1765677992,SMA Negeri 1 Denpasar,Denpasar,merah,10.0,netral,saksi,new,2025-12-14 10:06:36,tweet_analysis,
alert_dummy_168_1765677992_1765677996,dummy_168_1765677992,SMP Swasta ABC Yogyakarta,Yogyakarta,merah,18.0,negatif,saksi,new,2025-12-14 10:06:36,tweet_analysis,
alert_dummy_169_1765677992_1765677996,dummy_169_1765677992,SMA Negeri 1 Denpasar,Denpasar,merah,13.0,negatif,saksi,new,2025-12-14 10:06:36,tweet_analysis,
alert_dummy_173_1765677992_1765677996,dummy_173_1765677992,SMA Swasta XYZ Surabaya,Surabaya,merah,15.0,negatif,saksi,new,2025-12-14 10:06:36,tweet_analysis,
alert_dummy_175_1765677992_1765677996,dummy_175_1765677992,SMP Negeri 4 Yogyakarta,Yogyakarta,merah,15.0,negatif,saksi,new,2025-12-14 10:06:36,tweet_analysis,
alert_dummy_177_1765677992_1765677996,dummy_177_1765677992,SMA Swasta XYZ Palembang,Palembang,merah,13.0,negatif,saksi,new,2025-12-14 10:06:36,tweet_analysis,
alert_dummy_182_1765677992_1765677996,dummy_182_1765677992,SMK Negeri 2 Malang,Malang,merah,18.0,negatif,pelaku,new,2025-12-14 10:06:36,tweet_analysis,
alert_dummy_185_1765677992_1765677996,dummy_185_1765677992,SMK Negeri 2 Tangerang,Tangerang,merah,18.0,negatif,pelaku,new,2025-12-14 10:06:36,tweet_analysis,
alert_dummy_186_1765677992_1765677996,dummy_186_1765677992,SMP Negeri 2 Jakarta,Jakarta,merah,17.0,negatif,korban,new,2025-12-14 10:06:36,tweet_analysis,
alert_dummy_187_1765677992_1765677996,dummy_187_1765677992,SMP Swasta ABC Mataram,Mataram,merah,15.0,negatif,saksi,new,2025-12-14 10:06:36,tweet_analysis,
alert_dummy_190_1765677992_1765677996,dummy_190_1765677992,SMP Negeri 4 Bekasi,Bekasi,merah,10.0,netral,saksi,new,2025-12-14 10:06:36,tweet_analysis,
alert_dummy_191_1765677992_1765677996,dummy_191_1765677992,SMA Negeri 4 Jakarta,Jakarta,merah,9.0,netral,saksi,new,2025-12-14 10:06:36,tweet_analysis,
alert_dummy_192_1765677992_1765677996,dummy_192_1765677992,SMA Negeri 3 Makassar,Makassar,merah,10.0,netral,saksi,new,2025-12-14 10:06:36,tweet_analysis,
alert_dummy_194_1765677992_1765677996,dummy_194_1765677992,SMP Negeri 3 Makassar,Makassar,merah,11.0,negatif,saksi,new,2025-12-14 10:06:36,tweet_analysis,
alert_dummy_196_1765677992_1765677996,dummy_196_1765677992,SMP Negeri 2 Semarang,Semarang,merah,15.0,negatif,saksi,new,2025-12-14 10:06:36,tweet_analysis,
alert_dummy_197_1765677992_1765677996,dummy_197_1765677992,SMA Negeri 4 Jakarta,Jakarta,merah,18.0,negatif,saksi,new,2025-12-14 10:06:36,tweet_analysis,
alert_dummy_198_1765677992_1765677996,dummy_198_1765677992,SMK Negeri 1 Surakarta,Surakarta,merah,17.0,negatif,korban,new,2025-12-14 10:06:36,tweet_analysis,
alert_dummy_200_1765677992_1765677996,dummy_200_1765677992,SMP Negeri 3 Palembang,Palembang,merah,13.0,negatif,saksi,new,2025-12-14 10:06:36,tweet_analysis,
alert_dummy_201_1765677992_1765677996,dummy_201_1765677992,SMA Swasta XYZ Palembang,Palembang,merah,12.0,negatif,saksi,new,2025-12-14 10:06:36,tweet_analysis,
alert_dummy_202_1765677992_1765677996,dummy_202_1765677992,SMA Swasta XYZ Denpasar,Denpasar,merah,14.0,negatif,saksi,new,2025-12-14 10:06:36,tweet_analysis,
alert_dummy_204_1765677992_1765677996,dummy_204_1765677992,SMK Negeri 2 Medan,Medan,merah,15.0,negatif,saksi,new,2025-12-14 10:06:36,tweet_analysis,
alert_dummy_207_1765677992_1765677996,dummy_207_1765677992,SMA Negeri 2 Bekasi,Bekasi,merah,11.0,negatif,saksi,new,2025-12-14 10:06:36,tweet_analysis,
alert_dummy_208_1765677992_1765677996,dummy_208_1765677992,SMP Swasta ABC Surakarta,Surakarta,merah,16.0,negatif,korban,new,2025-12-14 10:06:36,tweet_analysis,
alert_dummy_210_1765677992_1765677996,dummy_210_1765677992,SMP Negeri 1 Mataram,Mataram,merah,10.0,netral,saksi,new,2025-12-14 10:06:36,tweet_analysis,
alert_dummy_212_1765677992_1765677996,dummy_212_1765677992,SMA Negeri 3 Bandung,Bandung,merah,13.0,negatif,saksi,new,2025-12-14 10:06:36,tweet_analysis,
alert_dummy_213_1765677992_1765677996,dummy_213_1765677992,SMK Negeri 2 Palembang,Palembang,merah,13.0,negatif,saksi,new,2025-12-14 10:06:36,tweet_analysis,
alert_dummy_214_1765677992_1765677996,dummy_214_1765677992,SMA Negeri 4 Makassar,Makassar,merah,13.0,negatif,saksi,new,2025-12-14 10:06:36,tweet_analysis,
alert_dummy_215_1765677992_1765677996,dummy_215_1765677992,SMA Negeri 4 Yogyakarta,Yogyakarta,merah,16.0,negatif,korban,new,2025-12-14 10:06:36,tweet_analysis,
alert_dummy_216_1765677992_1765677996,dummy_216_1765677992,SMA Negeri 4 Mataram,Mataram,merah,15.0,negatif,korban,new,2025-12-14 10:06:36,tweet_analysis,
alert_dummy_217_1765677992_1765677996,dummy_217_1765677992,SMP Negeri 2 Palembang,Palembang,merah,12.0,negatif,saksi,new,2025-12-14 10:06:36,tweet_analysis,
alert_dummy_218_1765677992_1765677996,dummy_218_1765677992,SMA Negeri 4 Malang,Malang,merah,15.0,negatif,saksi,new,2025-12-14 10:06:36,tweet_analysis,
alert_dummy_219_1765677992_1765677996,dummy_219_1765677992,SMP Swasta ABC Palembang,Palembang,merah,13.0,negatif,saksi,new,2025-12-14 10:06:36,tweet_analysis,
alert_dummy_220_1765677992_1765677996,dummy_220_1765677992,SMK Negeri 1 Bandung,Bandung,merah,12.0,negatif,saksi,new,2025-12-14 10:06:36,tweet_analysis,
alert_dummy_221_1765677992_1765677996,dummy_221_1765677992,SMA Negeri 2 Malang,Malang,merah,13.0,negatif,saksi,new,2025-12-14 10:06:36,tweet_analysis,
alert_dummy_222_1765677992_1765677996,dummy_222_1765677992,SMP Negeri 4 Tangerang,Tangerang,merah,16.0,negatif,saksi,new,2025-12-14 10:06:36,tweet_analysis,
alert_dummy_223_1765677992_1765677996,dummy_223_1765677992,SMA Negeri 1 Tangerang,Tangerang,merah,19.0,negatif,korban,new,2025-12-14 10:06:36,tweet_analysis,
alert_dummy_225_1765677992_1765677996,dummy_225_1765677992,SMA Negeri 2 Depok,Depok,merah,16.0,negatif,korban,new,2025-12-14 10:06:36,tweet_analysis,
alert_dummy_226_1765677992_1765677996,dummy_226_1765677992,SMP Negeri 1 Medan,Medan,merah,16.0,negatif,korban,new,2025-12-14 10:06:36,tweet_analysis,
alert_dummy_227_1765677992_1765677996,dummy_227_1765677992,SMA Negeri 1 Bandung,Bandung,merah,16.0,negatif,saksi,new,2025-12-14 10:06:36,tweet_analysis,
alert_dummy_230_1765677992_1765677996,dummy_230_1765677992,SMA Negeri 4 Bandung,Bandung,merah,15.0,negatif,pelaku,new,2025-12-14 10:06:36,tweet_analysis,
alert_dummy_231_1765677992_1765677996,dummy_231_1765677992,SMP Swasta ABC Palembang,Palembang,merah,13.0,negatif,saksi,new,2025-12-14 10:06:36,tweet_analysis,
alert_dummy_234_1765677992_1765677996,dummy_234_1765677992,SMA Negeri 2 Semarang,Semarang,merah,13.0,negatif,saksi,new,2025-12-14 10:06:36,tweet_analysis,
alert_dummy_235_1765677992_1765677996,dummy_235_1765677992,SMP Negeri 2 Bandung,Bandung,merah,13.0,negatif,saksi,new,2025-12-14 10:06:36,tweet_analysis,
alert_dummy_236_1765677992_1765677996,dummy_236_1765677992,SMA Negeri 2 Tangerang,Tangerang,merah,10.0,netral,saksi,new,2025-12-14 10:06:36,tweet_analysis,
alert_dummy_237_1765677992_1765677996,dummy_237_1765677992,SMA Negeri 1 Bekasi,Bekasi,merah,9.0,netral,saksi,new,2025-12-14 10:06:36,tweet_analysis,
alert_dummy_239_1765677992_1765677996,dummy_239_1765677992,SMA Negeri 4 Jakarta,Jakarta,merah,15.0,negatif,saksi,new,2025-12-14 10:06:36,tweet_analysis,
alert_dummy_240_1765677992_1765677996,dummy_240_1765677992,SMK Negeri 1 Surabaya,Surabaya,merah,20.0,negatif,korban,new,2025-12-14 10:06:36,tweet_analysis,
alert_dummy_241_1765677992_1765677996,dummy_241_1765677992,SMP Negeri 4 Mataram,Mataram,merah,15.0,negatif,pelaku,new,2025-12-14 10:06:36,tweet_analysis,
alert_dummy_242_1765677992_1765677996,dummy_242_1765677992,SMP Negeri 1 Semarang,Semarang,merah,20.0,negatif,korban,new,2025-12-14 10:06:36,tweet_analysis,
alert_dummy_243_1765677992_1765677996,dummy_243_1765677992,SMK Negeri 1 Malang,Malang,merah,13.0,negatif,saksi,new,2025-12-14 10:06:36,tweet_analysis,
alert_dummy_244_1765677992_1765677996,dummy_244_1765677992,SMP Negeri 1 Tangerang,Tangerang,merah,10.0,netral,saksi,new,2025-12-14 10:06:36,tweet_analysis,
alert_dummy_245_1765677992_1765677996,dummy_245_1765677992,SMP Swasta ABC Medan,Medan,merah,12.0,negatif,saksi,new,2025-12-14 10:06:36,tweet_analysis,
alert_dummy_248_1765677992_1765677996,dummy_248_1765677992,SMA Negeri 1 Bandung,Bandung,merah,10.0,netral,saksi,new,2025-12-14 10:06:36,tweet_analysis,
alert_dummy_249_1765677992_1765677996,dummy_249_1765677992,SMA Swasta XYZ Yogyakarta,Yogyakarta,merah,10.0,netral,saksi,new,2025-12-14 10:06:36,tweet_analysis,
alert_dummy_250_1765677992_1765677996,dummy_250_1765677992,SMA Negeri 4 Depok,Depok,merah,18.0,negatif,pelaku,new,2025-12-14 10:06:36,tweet_analysis,
alert_dummy_251_1765677992_1765677996,dummy_251_1765677992,SMP Negeri 4 Surakarta,Surakarta,merah,16.0,negatif,saksi,new,2025-12-14 10:06:36,tweet_analysis,
alert_dummy_252_1765677992_1765677996,dummy_252_1765677992,SMA Negeri 3 Semarang,Semarang,merah,15.0,negatif,saksi,new,2025-12-14 10:06:36,tweet_analysis,
alert_dummy_253_1765677992_1765677996,dummy_253_1765677992,SMA Negeri 4 Bekasi,Bekasi,merah,18.0,negatif,korban,new,2025-12-14 10:06:36,tweet_analysis,
alert_dummy_254_1765677992_1765677996,dummy_254_1765677992,SMK Negeri 1 Mataram,Mataram,merah,15.0,negatif,korban,new,2025-12-14 10:06:36,tweet_analysis,
alert_dummy_255_1765677992_1765677996,dummy_255_1765677992,SMA Negeri 2 Bandung,Bandung,merah,16.0,negatif,saksi,new,2025-12-14 10:06:36,tweet_analysis,
alert_dummy_256_1765677992_1765677996,dummy_256_1765677992,SMP Negeri 4 Semarang,Semarang,merah,12.0,negatif,saksi,new,2025-12-14 10:06:36,tweet_analysis,
alert_dummy_259_1765677992_1765677996,dummy_259_1765677992,SMA Swasta XYZ Medan,Medan,merah,15.0,negatif,saksi,new,2025-12-14 10:06:36,tweet_analysis,
alert_dummy_267_1765677992_1765677996,dummy_267_1765677992,SMA Negeri 3 Denpasar,Denpasar,merah,16.0,negatif,saksi,new,2025-12-14 10:06:36,tweet_analysis,
alert_dummy_268_1765677992_1765677996,dummy_268_1765677992,SMA Negeri 3 Malang,Malang,merah,13.0,negatif,saksi,new,2025-12-14 10:06:36,tweet_analysis,
alert_dummy_270_1765677992_1765677996,dummy_270_1765677992,SMA Negeri 4 Denpasar,Denpasar,merah,13.0,negatif,saksi,new,2025-12-14 10:06:36,tweet_analysis,
alert_dummy_272_1765677992_1765677996,dummy_272_1765677992,SMA Negeri 1 Malang,Malang,merah,17.0,negatif,korban,new,2025-12-14 10:06:36,tweet_analysis,
alert_dummy_273_1765677992_1765677996,dummy_273_1765677992,SMP Negeri 1 Surabaya,Surabaya,merah,14.0,negatif,saksi,new,2025-12-14 10:06:36,tweet_analysis,
alert_dummy_275_1765677992_1765677996,dummy_275_1765677992,SMP Negeri 3 Bekasi,Bekasi,merah,10.0,netral,saksi,new,2025-12-14 10:06:36,tweet_analysis,
alert_dummy_276_1765677992_1765677996,dummy_276_1765677992,SMA Swasta XYZ Surakarta,Surakarta,merah,13.0,negatif,saksi,new,2025-12-14 10:06:36,tweet_analysis,
alert_dummy_277_1765677992_1765677996,dummy_277_1765677992,SMP Swasta ABC Malang,Malang,merah,13.0,negatif,saksi,new,2025-12-14 10:06:36,tweet_analysis,
alert_dummy_278_1765677992_1765677996,dummy_278_1765677992,SMK Negeri 2 Surabaya,Surabaya,merah,13.0,negatif,saksi,new,2025-12-14 10:06:36,tweet_analysis,
alert_dummy_282_1765677992_1765677996,dummy_282_1765677992,SMA Negeri 3 Bandung,Bandung,merah,10.0,netral,saksi,new,2025-12-14 10:06:36,tweet_analysis,
