log_id,cctv_id,school,city,location,timestamp,crowd_level,noise_level,is_anomaly,warning_level,processed
,cctv_24,SMA Negeri 4 Palembang,Palembang,gerbang,2025-12-14 10:41:00,84,86,TIDAK,hijau,False
,cctv_27,SMA Swasta XYZ Palembang,Palembang,kantin,2025-12-14 06:25:00,45,77,YA,merah,False
,cctv_40,SMP Swasta ABC Bandung,Bandung,lorong,2025-12-14 13:15:00,41,42,YA,kuning,False
,cctv_32,SMP Swasta ABC Bandung,Bandung,kantin,2025-12-14 07:07:00,93,83,YA,kuning,False
,cctv_48,SMA Negeri 2 Denpasar,Denpasar,kantin,2025-12-14 12:46:00,82,89,TIDAK,hijau,False
,cctv_45,SMA Negeri 2 Medan,Medan,lapangan,2025-12-14 10:27:00,8,47,TIDAK,hijau,False
,cctv_25,SMP Negeri 2 Tangerang,Tangerang,lapangan,2025-12-14 12:55:00,27,75,TIDAK,hijau,False
,cctv_17,SMP Negeri 2 Mataram,Mataram,kelas,2025-12-14 15:15:00,29,94,YA,merah,False
,cctv_13,SMP Negeri 1 Depok,Depok,kantin,2025-12-14 12:53:00,33,61,TIDAK,hijau,False
,cctv_42,SMP Negeri 4 Bandung,Bandung,lorong,2025-12-14 10:08:00,40,90,TIDAK,hijau,False
,cctv_47,SMP Swasta ABC Denpasar,Denpasar,kelas,2025-12-14 12:03:00,26,52,TIDAK,hijau,False
,cctv_28,SMA Negeri 2 Jakarta,Jakarta,parkir,2025-12-14 17:04:00,72,81,YA,merah,False
,cctv_36,SMA Negeri 2 Yogyakarta,Yogyakarta,kantin,2025-12-14 19:05:00,28,30,YA,merah,False
,cctv_15,SMA Negeri 1 Tangerang,Tangerang,gerbang,2025-12-14 15:48:00,88,63,YA,kuning,False
,cctv_43,SMK Negeri 2 Denpasar,Denpasar,kantin,2025-12-14 10:19:00,73,48,TIDAK,hijau,False
,cctv_8,SMP Negeri 2 Depok,Depok,lorong,2025-12-14 15:07:00,80,50,YA,kuning,False
,cctv_11,SMP Negeri 2 Bandung,Bandung,gerbang,2025-12-14 12:28:00,98,98,TIDAK,hijau,False
,cctv_47,SMP Negeri 1 Palembang,Palembang,kelas,2025-12-14 12:04:00,24,34,TIDAK,hijau,False
,cctv_13,SMP Negeri 4 Depok,Depok,toilet,2025-12-14 10:14:00,37,33,TIDAK,hijau,False
,cctv_17,SMA Negeri 4 Mataram,Mataram,parkir,2025-12-14 21:48:00,65,79,YA,merah,False
,cctv_8,SMK Negeri 2 Depok,Depok,lapangan,2025-12-14 11:35:00,86,42,YA,kuning,False
,cctv_40,SMP Swasta ABC Makassar,Makassar,toilet,2025-12-14 10:28:00,16,39,TIDAK,hijau,False
,cctv_18,SMA Negeri 4 Bandung,Bandung,kelas,2025-12-14 07:44:00,58,80,YA,kuning,False
,cctv_30,SMA Negeri 4 Surabaya,Surabaya,kelas,2025-12-14 07:42:00,47,99,YA,merah,False
,cctv_42,SMA Negeri 4 Tangerang,Tangerang,toilet,2025-12-14 12:53:00,65,39,TIDAK,hijau,False
,cctv_29,SMK Negeri 1 Tangerang,Tangerang,gerbang,2025-12-14 21:23:00,6,68,TIDAK,hijau,False
,cctv_47,SMP Negeri 2 Surabaya,Surabaya,lapangan,2025-12-14 16:04:00,84,89,YA,merah,False
,cctv_6,SMA Swasta XYZ Bekasi,Bekasi,gerbang,2025-12-14 11:03:00,13,79,YA,kuning,False
,cctv_43,SMA Negeri 4 Medan,Medan,gerbang,2025-12-14 15:32:00,3,67,TIDAK,hijau,False
,cctv_17,SMA Negeri 4 Tangerang,Tangerang,lorong,2025-12-14 07:31:00,77,88,YA,merah,False
,cctv_19,SMP Negeri 4 Bekasi,Bekasi,lapangan,2025-12-14 07:32:00,38,89,YA,merah,False
,cctv_3,SMA Negeri 3 Surakarta,Surakarta,kantin,2025-12-14 12:28:00,54,44,TIDAK,hijau,False
,cctv_49,SMP Negeri 2 Malang,Malang,toilet,2025-12-14 10:50:00,28,99,TIDAK,hijau,False
,cctv_5,SMA Negeri 1 Medan,Medan,toilet,2025-12-14 12:52:00,15,87,TIDAK,hijau,False
,cctv_47,SMP Negeri 1 Depok,Depok,parkir,2025-12-14 18:21:00,36,98,YA,merah,False
,cctv_50,SMA Negeri 4 Malang,Malang,parkir,2025-12-14 12:47:00,50,86,TIDAK,hijau,False
,cctv_37,SMA Negeri 4 Medan,Medan,parkir,2025-12-14 15:05:00,21,85,YA,kuning,False
,cctv_35,SMP Negeri 1 Semarang,Semarang,lorong,2025-12-14 07:37:00,70,33,YA,kuning,False
,cctv_11,SMP Negeri 2 Malang,Malang,lorong,2025-12-14 14:43:00,34,62,YA,kuning,False
,cctv_46,SMK Negeri 2 Makassar,Makassar,gerbang,2025-12-14 13:06:00,87,40,YA,kuning,False
,cctv_18,SMA Swasta XYZ Surabaya,Surabaya,toilet,2025-12-14 12:52:00,40,90,TIDAK,hijau,False
,cctv_12,SMP Negeri 1 Jakarta,Jakarta,toilet,2025-12-14 07:44:00,48,87,YA,merah,False
,cctv_6,SMK Negeri 2 Yogyakarta,Yogyakarta,kelas,2025-12-14 17:51:00,57,65,YA,merah,False
,cctv_1,SMA Negeri 2 Surakarta,Surakarta,gerbang,2025-12-14 12:18:00,43,55,TIDAK,hijau,False
,cctv_15,SMP Negeri 3 Medan,Medan,toilet,2025-12-14 11:00:00,41,85,YA,kuning,False
,cctv_18,SMK Negeri 2 Palembang,Palembang,toilet,2025-12-14 15:42:00,73,99,YA,merah,False
,cctv_27,SMK Negeri 1 Bekasi,Bekasi,gerbang,2025-12-14 15:45:00,17,96,YA,merah,False
,cctv_11,SMP Negeri 4 Yogyakarta,Yogyakarta,parkir,2025-12-14 10:05:00,81,75,TIDAK,hijau,False
,cctv_37,SMA Negeri 1 Depok,Depok,lorong,2025-12-14 07:41:00,89,82,YA,kuning,False
,cctv_13,SMA Swasta XYZ Jakarta,Jakarta,parkir,2025-12-14 20:57:00,74,99,YA,merah,False
,cctv_6,SMA Negeri 4 Denpasar,Denpasar,lapangan,2025-12-14 19:00:00,56,64,YA,merah,False
,cctv_29,SMA Negeri 3 Makassar,Makassar,lorong,2025-12-14 13:38:00,21,61,TIDAK,hijau,False
,cctv_5,SMA Negeri 4 Depok,Depok,lapangan,2025-12-14 10:39:00,80,39,TIDAK,hijau,False
,cctv_10,SMP Negeri 3 Depok,Depok,kantin,2025-12-14 07:20:00,88,96,YA,merah,False
,cctv_41,SMP Negeri 1 Yogyakarta,Yogyakarta,kelas,2025-12-14 15:43:00,37,63,YA,kuning,False
,cctv_11,SMA Negeri 3 Semarang,Semarang,kantin,2025-12-14 08:36:00,13,52,TIDAK,hijau,False
,cctv_8,SMA Negeri 2 Denpasar,Denpasar,lapangan,2025-12-14 08:34:00,35,68,YA,kuning,False
,cctv_45,SMA Negeri 1 Medan,Medan,gerbang,2025-12-14 18:49:00,50,90,YA,merah,False
,cctv_38,SMA Swasta XYZ Tangerang,Tangerang,toilet,2025-12-14 07:10:00,2,78,YA,kuning,False
,cctv_20,SMA Negeri 2 Malang,Malang,kelas,2025-12-14 13:45:00,95,44,YA,kuning,False
,cctv_27,SMP Negeri 1 Mataram,Mataram,kelas,2025-12-14 13:44:00,72,77,YA,kuning,False
,cctv_26,SMA Negeri 3 Surakarta,Surakarta,gerbang,2025-12-14 07:45:00,6,62,TIDAK,hijau,False
,cctv_12,SMP Swasta ABC Mataram,Mataram,parkir,2025-12-14 08:20:00,86,31,YA,kuning,False
,cctv_7,SMA Swasta XYZ Palembang,Palembang,kelas,2025-12-14 21:45:00,62,89,YA,merah,False
,cctv_2,SMP Negeri 3 Jakarta,Jakarta,lapangan,2025-12-14 13:45:00,44,80,YA,kuning,False
,cctv_21,SMP Negeri 4 Mataram,Mataram,gerbang,2025-12-14 12:38:00,22,66,TIDAK,hijau,False
,cctv_3,SMP Swasta ABC Depok,Depok,parkir,2025-12-14 15:15:00,67,38,YA,kuning,False
,cctv_23,SMP Negeri 2 Jakarta,Jakarta,parkir,2025-12-14 21:43:00,88,32,YA,merah,False
,cctv_48,SMP Negeri 3 Palembang,Palembang,gerbang,2025-12-14 12:49:00,97,43,TIDAK,hijau,False
,cctv_6,SMK Negeri 2 Surabaya,Surabaya,toilet,2025-12-14 19:51:00,86,41,YA,merah,False
,cctv_17,SMP Negeri 3 Bekasi,Bekasi,kelas,2025-12-14 12:33:00,92,80,TIDAK,hijau,False
,cctv_19,SMP Negeri 3 Semarang,Semarang,lapangan,2025-12-14 10:00:00,9,80,TIDAK,hijau,False
,cctv_17,SMA Swasta XYZ Tangerang,Tangerang,kantin,2025-12-14 15:12:00,19,54,TIDAK,hijau,False
,cctv_16,SMA Negeri 3 Surabaya,Surabaya,lorong,2025-12-14 12:03:00,14,72,TIDAK,hijau,False
,cctv_12,SMP Negeri 2 Surakarta,Surakarta,gerbang,2025-12-14 12:34:00,27,61,TIDAK,hijau,False
,cctv_26,SMA Negeri 1 Semarang,Semarang,parkir,2025-12-14 15:20:00,19,49,TIDAK,hijau,False
,cctv_17,SMP Negeri 2 Surabaya,Surabaya,toilet,2025-12-14 07:19:00,13,85,YA,kuning,False
,cctv_20,SMK Negeri 1 Surakarta,Surakarta,parkir,2025-12-14 10:52:00,13,50,TIDAK,hijau,False
,cctv_50,SMP Negeri 3 Semarang,Semarang,lapangan,2025-12-14 13:38:00,53,97,YA,merah,False
,cctv_15,SMK Negeri 2 Surakarta,Surakarta,toilet,2025-12-14 10:24:00,89,67,TIDAK,hijau,False
,cctv_16,SMA Swasta XYZ Tangerang,Tangerang,toilet,2025-12-14 10:54:00,4,98,TIDAK,hijau,False
,cctv_22,SMA Negeri 1 Yogyakarta,Yogyakarta,kantin,2025-12-14 10:39:00,39,50,TIDAK,hijau,False
,cctv_34,SMP Negeri 4 Makassar,Makassar,lapangan,2025-12-14 15:31:00,45,64,YA,kuning,False
,cctv_2,SMP Negeri 4 Denpasar,Denpasar,kantin,2025-12-14 12:21:00,38,59,TIDAK,hijau,False
,cctv_13,SMP Negeri 2 Bandung,Bandung,toilet,2025-12-14 07:01:00,3,64,TIDAK,hijau,False
,cctv_16,SMP Negeri 3 Medan,Medan,toilet,2025-12-14 12:08:00,54,32,TIDAK,hijau,False
,cctv_7,SMP Negeri 2 Yogyakarta,Yogyakarta,lapangan,2025-12-14 12:05:00,90,76,TIDAK,hijau,False
,cctv_4,SMP Negeri 1 Bandung,Bandung,parkir,2025-12-14 14:44:00,19,99,YA,merah,False
,cctv_30,SMP Negeri 1 Mataram,Mataram,lapangan,2025-12-14 13:52:00,32,41,YA,kuning,False
,cctv_25,SMA Swasta XYZ Semarang,Semarang,toilet,2025-12-14 12:45:00,94,95,TIDAK,hijau,False
,cctv_43,SMP Swasta ABC Surabaya,Surabaya,parkir,2025-12-14 09:00:00,81,86,YA,merah,False
,cctv_42,SMP Negeri 3 Depok,Depok,kantin,2025-12-14 10:53:00,62,43,TIDAK,hijau,False
,cctv_9,SMA Swasta XYZ Yogyakarta,Yogyakarta,toilet,2025-12-14 14:26:00,4,31,TIDAK,hijau,False
,cctv_20,SMK Negeri 1 Bekasi,Bekasi,kantin,2025-12-14 07:04:00,97,30,YA,kuning,False
,cctv_31,SMK Negeri 2 Mataram,Mataram,lorong,2025-12-14 13:50:00,83,57,YA,kuning,False
,cctv_36,SMP Negeri 1 Tangerang,Tangerang,kelas,2025-12-14 12:07:00,85,88,TIDAK,hijau,False
,cctv_25,SMP Negeri 2 Yogyakarta,Yogyakarta,kantin,2025-12-14 10:44:00,80,39,TIDAK,hijau,False
,cctv_46,SMK Negeri 2 Tangerang,Tangerang,parkir,2025-12-14 12:51:00,50,78,TIDAK,hijau,False
,cctv_41,SMA Negeri 1 Jakarta,Jakarta,kantin,2025-12-14 13:54:00,66,39,YA,kuning,False
,cctv_27,SMK Negeri 2 Mataram,Mataram,lapangan,2025-12-14 14:04:00,70,99,YA,merah,False
,cctv_30,SMA Negeri 4 Surabaya,Surabaya,gerbang,2025-12-14 12:03:00,70,89,TIDAK,hijau,False
,cctv_7,SMA Negeri 2 Makassar,Makassar,kelas,2025-12-14 09:40:00,12,99,YA,merah,False
,cctv_35,SMP Negeri 1 Tangerang,Tangerang,kelas,2025-12-14 10:42:00,55,32,TIDAK,hijau,False
,cctv_6,SMK Negeri 2 Semarang,Semarang,kantin,2025-12-14 10:22:00,51,86,TIDAK,hijau,False
,cctv_23,SMP Swasta ABC Surakarta,Surakarta,toilet,2025-12-14 15:24:00,8,54,TIDAK,hijau,False
,cctv_29,SMP Negeri 4 Denpasar,Denpasar,kelas,2025-12-14 15:09:00,48,58,YA,kuning,False
,cctv_14,SMK Negeri 2 Malang,Malang,gerbang,2025-12-14 11:21:00,97,56,YA,kuning,False
,cctv_20,SMA Negeri 4 Semarang,Semarang,lapangan,2025-12-14 17:57:00,58,92,YA,merah,False
,cctv_35,SMA Negeri 3 Surakarta,Surakarta,toilet,2025-12-14 11:23:00,47,30,YA,kuning,False
,cctv_42,SMA Negeri 3 Bekasi,Bekasi,kelas,2025-12-14 13:29:00,76,32,YA,kuning,False
,cctv_18,SMP Negeri 3 Depok,Depok,lorong,2025-12-14 06:34:00,79,76,YA,merah,False
,cctv_11,SMK Negeri 1 Bekasi,Bekasi,kantin,2025-12-14 10:48:00,74,34,TIDAK,hijau,False
,cctv_17,SMP Negeri 1 Bekasi,Bekasi,parkir,2025-12-14 09:49:00,92,68,YA,kuning,False
,cctv_24,SMA Negeri 1 Bekasi,Bekasi,kantin,2025-12-14 13:30:00,84,100,YA,merah,False
,cctv_45,SMP Negeri 3 Surabaya,Surabaya,gerbang,2025-12-14 15:25:00,24,90,YA,merah,False
,cctv_17,SMP Negeri 3 Surakarta,Surakarta,toilet,2025-12-14 12:44:00,71,31,TIDAK,hijau,False
,cctv_2,SMK Negeri 2 Surakarta,Surakarta,lorong,2025-12-14 12:05:00,88,47,TIDAK,hijau,False
,cctv_21,SMA Negeri 1 Denpasar,Denpasar,parkir,2025-12-14 20:33:00,5,98,YA,merah,False
,cctv_7,SMK Negeri 1 Surabaya,Surabaya,kelas,2025-12-14 20:52:00,24,98,YA,merah,False
,cctv_13,SMA Swasta XYZ Bandung,Bandung,parkir,2025-12-14 10:17:00,52,38,TIDAK,hijau,False
,cctv_11,SMA Negeri 2 Jakarta,Jakarta,lapangan,2025-12-14 16:49:00,73,83,YA,merah,False
,cctv_20,SMP Negeri 1 Surabaya,Surabaya,kelas,2025-12-14 10:28:00,49,64,TIDAK,hijau,False
,cctv_48,SMP Negeri 4 Malang,Malang,parkir,2025-12-14 07:38:00,19,50,TIDAK,hijau,False
,cctv_37,SMA Negeri 2 Surakarta,Surakarta,parkir,2025-12-14 13:48:00,60,54,YA,kuning,False
,cctv_19,SMP Negeri 2 Bekasi,Bekasi,toilet,2025-12-14 08:43:00,85,83,YA,kuning,False
,cctv_34,SMK Negeri 1 Surakarta,Surakarta,kelas,2025-12-14 07:52:00,90,70,YA,kuning,False
,cctv_19,SMK Negeri 1 Semarang,Semarang,toilet,2025-12-14 20:05:00,82,81,YA,merah,False
,cctv_26,SMP Negeri 1 Denpasar,Denpasar,kelas,2025-12-14 15:24:00,44,64,YA,kuning,False
,cctv_24,SMP Swasta ABC Palembang,Palembang,lorong,2025-12-14 11:32:00,40,99,YA,merah,False
,cctv_45,SMA Negeri 1 Denpasar,Denpasar,kelas,2025-12-14 12:13:00,32,98,TIDAK,hijau,False
,cctv_27,SMP Negeri 3 Tangerang,Tangerang,kantin,2025-12-14 13:28:00,74,89,YA,merah,False
,cctv_19,SMP Negeri 3 Yogyakarta,Yogyakarta,kelas,2025-12-14 10:20:00,37,100,TIDAK,hijau,False
,cctv_31,SMP Negeri 1 Bandung,Bandung,kantin,2025-12-14 09:05:00,97,95,YA,merah,False
,cctv_12,SMK Negeri 1 Jakarta,Jakarta,kelas,2025-12-14 12:58:00,35,71,TIDAK,hijau,False
,cctv_45,SMK Negeri 1 Bekasi,Bekasi,toilet,2025-12-14 12:31:00,94,63,TIDAK,hijau,False
,cctv_41,SMA Negeri 4 Semarang,Semarang,gerbang,2025-12-14 13:39:00,98,62,YA,kuning,False
,cctv_30,SMA Negeri 3 Tangerang,Tangerang,gerbang,2025-12-14 07:45:00,27,71,YA,kuning,False
,cctv_28,SMA Negeri 2 Surabaya,Surabaya,lapangan,2025-12-14 20:43:00,7,49,TIDAK,hijau,False
,cctv_39,SMP Negeri 1 Depok,Depok,lapangan,2025-12-14 07:33:00,91,68,YA,kuning,False
,cctv_50,SMA Negeri 4 Palembang,Palembang,lorong,2025-12-14 07:40:00,4,51,TIDAK,hijau,False
,cctv_14,SMP Negeri 1 Medan,Medan,kelas,2025-12-14 10:59:00,21,41,TIDAK,hijau,False
,cctv_5,SMK Negeri 2 Denpasar,Denpasar,kelas,2025-12-14 10:14:00,100,72,TIDAK,hijau,False
,cctv_3,SMA Swasta XYZ Tangerang,Tangerang,kelas,2025-12-14 15:02:00,41,69,YA,kuning,False
,cctv_26,SMA Negeri 1 Medan,Medan,gerbang,2025-12-14 10:26:00,53,44,TIDAK,hijau,False
,cctv_46,SMA Negeri 4 Tangerang,Tangerang,kelas,2025-12-14 15:43:00,77,60,YA,kuning,False
,cctv_46,SMA Negeri 1 Makassar,Makassar,parkir,2025-12-14 15:10:00,30,49,TIDAK,hijau,False
,cctv_16,SMA Negeri 2 Jakarta,Jakarta,toilet,2025-12-14 12:42:00,90,75,TIDAK,hijau,False
,cctv_14,SMP Negeri 4 Surakarta,Surakarta,kelas,2025-12-14 12:07:00,64,75,TIDAK,hijau,False
,cctv_35,SMA Negeri 4 Mataram,Mataram,parkir,2025-12-14 13:16:00,8,34,TIDAK,hijau,False
,cctv_30,SMP Negeri 1 Jakarta,Jakarta,parkir,2025-12-14 12:50:00,27,92,TIDAK,hijau,False
,cctv_45,SMA Negeri 4 Surabaya,Surabaya,parkir,2025-12-14 07:34:00,50,68,YA,kuning,False
,cctv_36,SMA Negeri 4 Mataram,Mataram,parkir,2025-12-14 10:49:00,49,89,TIDAK,hijau,False
,cctv_2,SMP Negeri 3 Bandung,Bandung,toilet,2025-12-14 12:24:00,15,33,TIDAK,hijau,False
,cctv_3,SMP Negeri 3 Jakarta,Jakarta,toilet,2025-12-14 20:36:00,21,48,YA,merah,False
,cctv_16,SMP Swasta ABC Depok,Depok,kantin,2025-12-14 10:28:00,28,53,TIDAK,hijau,False
,cctv_48,SMA Swasta XYZ Makassar,Makassar,toilet,2025-12-14 12:33:00,24,37,TIDAK,hijau,False
,cctv_33,SMP Negeri 4 Bandung,Bandung,kantin,2025-12-14 15:01:00,26,76,YA,kuning,False
,cctv_29,SMK Negeri 2 Makassar,Makassar,parkir,2025-12-14 14:21:00,46,67,YA,kuning,False
,cctv_22,SMK Negeri 1 Palembang,Palembang,kantin,2025-12-14 19:11:00,87,96,YA,merah,False
,cctv_48,SMA Negeri 2 Depok,Depok,lorong,2025-12-14 19:04:00,50,89,YA,merah,False
,cctv_13,SMA Negeri 2 Palembang,Palembang,lapangan,2025-12-14 14:40:00,90,73,YA,kuning,False
,cctv_44,SMA Negeri 1 Malang,Malang,lapangan,2025-12-14 15:42:00,80,56,YA,kuning,False
,cctv_39,SMA Negeri 4 Yogyakarta,Yogyakarta,toilet,2025-12-14 12:39:00,11,57,TIDAK,hijau,False
,cctv_1,SMK Negeri 1 Depok,Depok,kantin,2025-12-14 17:07:00,26,72,YA,merah,False
,cctv_20,SMP Negeri 3 Bandung,Bandung,gerbang,2025-12-14 10:24:00,24,69,TIDAK,hijau,False
,cctv_44,SMP Negeri 2 Denpasar,Denpasar,parkir,2025-12-14 11:36:00,32,69,YA,kuning,False
,cctv_48,SMP Negeri 3 Jakarta,Jakarta,parkir,2025-12-14 07:43:00,75,57,YA,kuning,False
,cctv_36,SMA Negeri 3 Bekasi,Bekasi,kelas,2025-12-14 07:14:00,5,38,TIDAK,hijau,False
,cctv_26,SMP Negeri 3 Surabaya,Surabaya,gerbang,2025-12-14 13:02:00,43,45,YA,kuning,False
,cctv_10,SMA Negeri 1 Bekasi,Bekasi,kantin,2025-12-14 15:02:00,72,91,YA,merah,False
,cctv_3,SMA Negeri 2 Yogyakarta,Yogyakarta,toilet,2025-12-14 10:07:00,73,84,TIDAK,hijau,False
,cctv_36,SMP Negeri 2 Jakarta,Jakarta,gerbang,2025-12-14 10:01:00,23,38,TIDAK,hijau,False
,cctv_11,SMP Swasta ABC Semarang,Semarang,kelas,2025-12-14 10:18:00,96,30,TIDAK,hijau,False
,cctv_45,SMA Negeri 1 Bandung,Bandung,gerbang,2025-12-14 14:32:00,16,70,TIDAK,hijau,False
,cctv_26,SMP Swasta ABC Bekasi,Bekasi,parkir,2025-12-14 15:41:00,96,59,YA,kuning,False
,cctv_24,SMA Swasta XYZ Medan,Medan,kelas,2025-12-14 12:00:00,99,40,TIDAK,hijau,False
,cctv_28,SMA Negeri 4 Makassar,Makassar,kantin,2025-12-14 12:04:00,58,63,TIDAK,hijau,False
,cctv_50,SMK Negeri 2 Denpasar,Denpasar,kantin,2025-12-14 12:35:00,80,37,TIDAK,hijau,False
,cctv_33,SMA Negeri 4 Semarang,Semarang,lapangan,2025-12-14 13:44:00,36,76,YA,kuning,False
,cctv_49,SMK Negeri 1 Medan,Medan,kelas,2025-12-14 12:32:00,47,40,TIDAK,hijau,False
,cctv_40,SMA Negeri 2 Makassar,Makassar,lorong,2025-12-14 10:54:00,60,70,TIDAK,hijau,False
,cctv_11,SMP Swasta ABC Medan,Medan,lorong,2025-12-14 12:39:00,58,74,TIDAK,hijau,False
,cctv_40,SMA Negeri 2 Jakarta,Jakarta,parkir,2025-12-14 20:18:00,25,42,YA,merah,False
,cctv_25,SMP Negeri 1 Denpasar,Denpasar,parkir,2025-12-14 15:25:00,27,61,TIDAK,hijau,False
,cctv_38,SMP Negeri 1 Bandung,Bandung,parkir,2025-12-14 07:16:00,77,85,YA,kuning,False
,cctv_16,SMA Negeri 4 Surakarta,Surakarta,parkir,2025-12-14 13:30:00,47,34,YA,kuning,False
,cctv_50,SMP Negeri 1 Depok,Depok,parkir,2025-12-14 19:01:00,20,56,YA,kuning,False
,cctv_9,SMP Negeri 1 Yogyakarta,Yogyakarta,parkir,2025-12-14 16:10:00,61,57,YA,merah,False
,cctv_6,SMA Swasta XYZ Malang,Malang,gerbang,2025-12-14 11:57:00,86,73,YA,kuning,False
,cctv_13,SMP Swasta ABC Medan,Medan,kelas,2025-12-14 12:47:00,70,67,TIDAK,hijau,False
,cctv_44,SMA Negeri 1 Bekasi,Bekasi,kantin,2025-12-14 10:49:00,61,93,TIDAK,hijau,False
,cctv_10,SMP Negeri 4 Tangerang,Tangerang,parkir,2025-12-14 09:48:00,84,62,YA,kuning,False
,cctv_49,SMA Negeri 2 Bandung,Bandung,kantin,2025-12-14 08:36:00,70,32,YA,kuning,False
,cctv_3,SMP Negeri 2 Yogyakarta,Yogyakarta,lorong,2025-12-14 10:49:00,95,36,TIDAK,hijau,False
,cctv_18,SMA Negeri 1 Depok,Depok,kantin,2025-12-14 12:58:00,17,68,TIDAK,hijau,False
,cctv_8,SMA Swasta XYZ Bekasi,Bekasi,parkir,2025-12-14 17:52:00,32,30,YA,merah,False
,cctv_6,SMP Negeri 3 Palembang,Palembang,kantin,2025-12-14 07:05:00,29,58,TIDAK,hijau,False
,cctv_37,SMA Swasta XYZ Surabaya,Surabaya,lapangan,2025-12-14 10:53:00,8,41,TIDAK,hijau,False
,cctv_24,SMA Negeri 1 Denpasar,Denpasar,lapangan,2025-12-14 12:57:00,49,46,TIDAK,hijau,False
,cctv_34,SMK Negeri 2 Denpasar,Denpasar,kelas,2025-12-14 10:54:00,38,84,TIDAK,hijau,False
,cctv_11,SMA Negeri 1 Depok,Depok,parkir,2025-12-14 15:49:00,24,58,TIDAK,hijau,False
,cctv_5,SMK Negeri 1 Tangerang,Tangerang,gerbang,2025-12-14 15:25:00,63,68,YA,kuning,False
,cctv_13,SMP Swasta ABC Semarang,Semarang,gerbang,2025-12-14 21:24:00,67,62,YA,merah,False
,cctv_46,SMP Negeri 4 Mataram,Mataram,kelas,2025-12-14 10:12:00,74,77,TIDAK,hijau,False
,cctv_41,SMP Negeri 1 Yogyakarta,Yogyakarta,lorong,2025-12-14 12:38:00,59,58,TIDAK,hijau,False
,cctv_48,SMA Negeri 4 Bandung,Bandung,gerbang,2025-12-14 10:45:00,22,42,TIDAK,hijau,False
,cctv_11,SMP Negeri 3 Makassar,Makassar,kelas,2025-12-14 08:03:00,69,96,YA,merah,False
,cctv_42,SMP Negeri 1 Denpasar,Denpasar,toilet,2025-12-14 07:28:00,4,66,TIDAK,hijau,False
